#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments
77446;13:53:26;IRP_MJ_WRITE;UP;STATUS_SUCCESS;db 36 2b 95 a1 fc be 01 7c 2b 90 a4 03 5d 01 37 2b 32 1c 22 0c c9 9b ea 42 55 3d 69 f5 bd fc 61 60 2b 4a c0 ab df 54 76 08 7f d6 88 ea 42 55 3d 69 f5 bd fc 61 60 2b 4a c0 ab df 29 6e 15 7e d7 8e 97 45 48 41 6c ec c0 fb 7f 1b 32 59 bc ae c7 52 11 41 7c c1 af ea 2a 73 38 06 c9 97 c0 7e 49 16 55 d2 a1 cc 40 7a 1d 67 df 9f f2 4b 42 25 60 e2 a5 f5 76 78 22 5d d8 a2 c8 4c 7f 1f 00 cc a3 51 ea 04 d9 b5 30 5d 2c bb 80 fb 90 20 7b 05 b4 a6 d2 9f 06 52 0a 92 8f dd b9 2f 5d 2c bb 80 fb 90 20 7b 05 b4 a6 d2 9f 06 52 0a 92 8f dd b9 2f 5d 2c bb 87 f1 8d 2c 68 12 b9 b2 c4 91 16 47 05 80 9b d0 ad 39 50 3f ac 97 c6 f2 8d d1 91 22 64 29 7f c7 b0 e8 5d 6c 3f 76 cc bf e3 58 62 34 73 c2 b4 e5 56 69 32 7c c9 b2 fd 49 45 15 57 e8 95 c2 7c ;"Û6+•¡ü¾.|+¤.].7+2."".É›êBU=iõ½üa`+JÀ«ßTv.ÖˆêBU=iõ½üa`+JÀ«ß)n.~×Ž—EHAlìÀû.2Y¼®ÇR.A|Á¯ê*s8.É—À~I.UÒ¡Ì@z.gßŸòKB%`â¥õvx""]Ø¢ÈL..Ì£Qê.Ùµ0],»€û {.´¦ÒŸ.R.’Ý¹/],»€û {.´¦ÒŸ.R.’Ý¹/],»‡ñ,h.¹²Ä‘.G.€›Ð­9P?¬—ÆòÑ‘""d)Ç°è]l?vÌ¿ãXb4sÂ´åVi2|É²ýIE.Wè•Â|";242;;COM7;
77451;13:53:26;IRP_MJ_WRITE;DOWN;;55 aa 5a f1 00 ;UªZñ.;5;5;COM7;
77452;13:53:26;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f1 00 ;UªZñ.;5;;COM7;
77453;13:53:26;IRP_MJ_WRITE;DOWN;;ca 37 59 4b 5f 33 73 9e 59 4e 5a cc 90 9e 12 4b f8 8e ad 2c 91 ac 9e e4 87 5f 8e bf 9e e4 87 5f 8e bf 9e e4 87 5f 8e bf 9e e4 87 5f 8e bf 9e e4 87 5f 8e bf 9e e4 87 5f 8e bf e3 fc 9a 5e 8f b9 e3 e3 9a 23 8b a6 e3 e3 99 24 97 ac e2 e1 9f 59 e9 f6 9d f3 a0 5f e6 99 9b 8b bb 75 b2 a0 b7 d9 98 4d 84 ac 8a e8 92 47 87 a8 86 ed 90 47 87 a8 86 ed 90 47 87 a8 86 ed 90 47 87 a8 e1 fe ac e4 26 ee 7a 38 42 bf 5e 65 7e 34 5d bf 5e 65 7e 34 5d bf 5e 65 7e 34 5d bf 5e 65 7e 34 5d bf 5e 65 7e 34 5d bf 5e 65 7e 34 5d bf 5e 65 7e 34 5d bf 5e 65 79 3e 40 b3 4d 72 73 20 4b b1 4e 70 71 26 49 b2 4a 73 73 27 4a a8 63 07 d3 9e c9 29 9c 9e 9e f5 bf 5d 91 86 9c fb be 5d 91 86 9c fb be 5d 91 85 9c fb bd 5c 91 85 89 ef 97 77 b0 a2 b6 da 9a ;Ê7YK_3sžYNZÌž.KøŽ­,‘¬žä‡_Ž¿žä‡_Ž¿žä‡_Ž¿žä‡_Ž¿žä‡_Ž¿žä‡_Ž¿ãüš^¹ããš#‹¦ãã™$—¬âáŸYéöó _æ™›‹»u² ·Ù˜M„¬Šè’G‡¨†íG‡¨†íG‡¨†íG‡¨áþ¬ä&îz8B¿^e~4]¿^e~4]¿^e~4]¿^e~4]¿^e~4]¿^e~4]¿^e~4]¿^ey>@³Mrs K±Npq&I²Jss'J¨c.ÓžÉ)œžžõ¿]‘†œû¾]‘†œû¾]‘…œû½\‘…‰ï—w°¢¶Úš;241;241;COM7;
77454;13:53:26;IRP_MJ_WRITE;UP;STATUS_SUCCESS;ca 37 59 4b 5f 33 73 9e 59 4e 5a cc 90 9e 12 4b f8 8e ad 2c 91 ac 9e e4 87 5f 8e bf 9e e4 87 5f 8e bf 9e e4 87 5f 8e bf 9e e4 87 5f 8e bf 9e e4 87 5f 8e bf 9e e4 87 5f 8e bf e3 fc 9a 5e 8f b9 e3 e3 9a 23 8b a6 e3 e3 99 24 97 ac e2 e1 9f 59 e9 f6 9d f3 a0 5f e6 99 9b 8b bb 75 b2 a0 b7 d9 98 4d 84 ac 8a e8 92 47 87 a8 86 ed 90 47 87 a8 86 ed 90 47 87 a8 86 ed 90 47 87 a8 e1 fe ac e4 26 ee 7a 38 42 bf 5e 65 7e 34 5d bf 5e 65 7e 34 5d bf 5e 65 7e 34 5d bf 5e 65 7e 34 5d bf 5e 65 7e 34 5d bf 5e 65 7e 34 5d bf 5e 65 7e 34 5d bf 5e 65 79 3e 40 b3 4d 72 73 20 4b b1 4e 70 71 26 49 b2 4a 73 73 27 4a a8 63 07 d3 9e c9 29 9c 9e 9e f5 bf 5d 91 86 9c fb be 5d 91 86 9c fb be 5d 91 85 9c fb bd 5c 91 85 89 ef 97 77 b0 a2 b6 da 9a ;Ê7YK_3sžYNZÌž.KøŽ­,‘¬žä‡_Ž¿žä‡_Ž¿žä‡_Ž¿žä‡_Ž¿žä‡_Ž¿žä‡_Ž¿ãüš^¹ããš#‹¦ãã™$—¬âáŸYéöó _æ™›‹»u² ·Ù˜M„¬Šè’G‡¨†íG‡¨†íG‡¨†íG‡¨áþ¬ä&îz8B¿^e~4]¿^e~4]¿^e~4]¿^e~4]¿^e~4]¿^e~4]¿^e~4]¿^ey>@³Mrs K±Npq&I²Jss'J¨c.ÓžÉ)œžžõ¿]‘†œû¾]‘†œû¾]‘…œû½\‘…‰ï—w°¢¶Úš;241;;COM7;
77459;13:53:26;IRP_MJ_WRITE;DOWN;;55 aa 5a ee 00 ;UªZî.;5;5;COM7;
77460;13:53:26;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a ee 00 ;UªZî.;5;;COM7;
77461;13:53:26;IRP_MJ_WRITE;DOWN;;46 32 4c 71 93 4c 74 96 b3 92 93 07 71 34 f1 af 21 84 96 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 2f 83 98 53 9a 83 2f 9c 98 2e 9e 9c 2f 9c 9b 29 82 96 2e 9e 9d 54 fc cc 51 8c a2 52 f3 a3 57 f4 b9 78 a7 9a 7b a6 9a 40 91 96 46 97 90 4a 92 92 4a 92 92 4a 92 92 4a 92 92 4a 92 92 4a 92 92 4a 92 92 2d 81 ae e9 33 d4 b6 47 40 b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b5 41 42 be 58 48 bf 5f 49 bc 5b 4a bd 59 4b bf 5f 49 bf 58 48 a5 76 3d 1f e1 cb 24 89 a4 52 8a bd 50 84 bc 50 84 bc 50 84 bc 50 84 bc 50 84 bf 50 84 bf 51 84 bf 45 90 95 7a a5 98 7a a5 98 ;F2Lq“Lt–³’“.q4ñ¯!„–R›…R›…R›…R›…R›…R›…R›…R›…R›…R›…R›…R›…/ƒ˜Sšƒ/œ˜.žœ/œ›)‚–.žTüÌQŒ¢Ró£Wô¹x§š{¦š@‘–F—J’’J’’J’’J’’J’’J’’J’’-®é3Ô¶G@²K_²K_²K_²K_²K_²K_²K_²K_²K_²K_²K_²K_²K_²K_²K_µAB¾XH¿_I¼[J½YK¿_I¿XH¥v=.áË$‰¤RŠ½P„¼P„¼P„¼P„¼P„¿P„¿Q„¿E•z¥˜z¥˜;238;238;COM7;
77462;13:53:26;IRP_MJ_WRITE;UP;STATUS_SUCCESS;46 32 4c 71 93 4c 74 96 b3 92 93 07 71 34 f1 af 21 84 96 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 52 9b 85 2f 83 98 53 9a 83 2f 9c 98 2e 9e 9c 2f 9c 9b 29 82 96 2e 9e 9d 54 fc cc 51 8c a2 52 f3 a3 57 f4 b9 78 a7 9a 7b a6 9a 40 91 96 46 97 90 4a 92 92 4a 92 92 4a 92 92 4a 92 92 4a 92 92 4a 92 92 4a 92 92 2d 81 ae e9 33 d4 b6 47 40 b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b2 4b 5f b5 41 42 be 58 48 bf 5f 49 bc 5b 4a bd 59 4b bf 5f 49 bf 58 48 a5 76 3d 1f e1 cb 24 89 a4 52 8a bd 50 84 bc 50 84 bc 50 84 bc 50 84 bc 50 84 bf 50 84 bf 51 84 bf 45 90 95 7a a5 98 7a a5 98 ;F2Lq“Lt–³’“.q4ñ¯!„–R›…R›…R›…R›…R›…R›…R›…R›…R›…R›…R›…R›…/ƒ˜Sšƒ/œ˜.žœ/œ›)‚–.žTüÌQŒ¢Ró£Wô¹x§š{¦š@‘–F—J’’J’’J’’J’’J’’J’’J’’-®é3Ô¶G@²K_²K_²K_²K_²K_²K_²K_²K_²K_²K_²K_²K_²K_²K_²K_µAB¾XH¿_I¼[J½YK¿_I¿XH¥v=.áË$‰¤RŠ½P„¼P„¼P„¼P„¼P„¿P„¿Q„¿E•z¥˜z¥˜;238;;COM7;
77469;13:53:26;IRP_MJ_WRITE;DOWN;;55 aa 5a f2 00 ;UªZò.;5;5;COM7;
77470;13:53:26;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f2 00 ;UªZò.;5;;COM7;
77471;13:53:26;IRP_MJ_WRITE;DOWN;;06 36 4b 60 b1 7f 53 c1 91 4b 65 b4 80 b0 c1 da 4b c7 0c a1 e1 09 76 8a b7 45 be 84 35 50 9c 94 70 a8 a7 00 46 bf a1 66 8b 92 16 65 8a b7 45 be 84 35 50 9c 94 70 a8 a7 00 46 bf dc 7e 96 93 17 63 f7 b0 58 c2 81 2c 2d 9b 8a 0b b1 b4 7c 43 a7 a7 01 c2 91 01 42 8a df 63 bb eb 09 7a a0 8b 59 95 b8 12 4c ac b5 6a 9e 8a 1f 72 92 be 52 a6 8d 22 48 95 83 68 a1 b0 18 4f a8 b9 6f 9c ed 0c 4e 31 1f 14 5a 58 f0 b0 4c 4e 90 78 7d e0 96 65 41 b6 51 72 c6 bf 6a 67 9f 5e 54 ef b0 4c 4e 90 78 7d e0 96 65 41 b6 51 72 c6 bf 6a 67 9f 5e 54 ef b0 4c 4e 97 72 60 ec 85 72 4c a2 47 7c d6 aa 65 75 8b 53 40 f9 bd 5f 59 87 45 1f 4d 3c f1 d7 74 aa 92 07 5d 88 a8 7c bc 9b 0c 52 83 ad 72 b7 9e 02 59 85 a3 79 b1 91 09 5f 9d bc 55 96 ba 28 78 a2 89 ;".6K`±SÁ‘Ke´€°ÁÚKÇ.¡á.vŠ·E¾„5Pœ”p¨§.F¿¡f‹’.eŠ·E¾„5Pœ”p¨§.F¿Ü~–“.c÷°XÂ,-›Š.±´|C§§.Â‘.BŠßc»ë.z ‹Y•¸.L¬µjžŠ.r’¾R¦""H•ƒh¡°.O¨¹oœí.N1..ZXð°LNx}à–eA¶QrÆ¿jgŸ^Tï°LNx}à–eA¶QrÆ¿jgŸ^Tï°LN—r`ì…rL¢G|Öªeu‹S@ù½_Y‡E.M<ñ×tª’.]ˆ¨|¼›.Rƒ­r·ž.Y…£y±‘._¼U–º(x¢‰";242;242;COM7;
77472;13:53:26;IRP_MJ_WRITE;UP;STATUS_SUCCESS;06 36 4b 60 b1 7f 53 c1 91 4b 65 b4 80 b0 c1 da 4b c7 0c a1 e1 09 76 8a b7 45 be 84 35 50 9c 94 70 a8 a7 00 46 bf a1 66 8b 92 16 65 8a b7 45 be 84 35 50 9c 94 70 a8 a7 00 46 bf dc 7e 96 93 17 63 f7 b0 58 c2 81 2c 2d 9b 8a 0b b1 b4 7c 43 a7 a7 01 c2 91 01 42 8a df 63 bb eb 09 7a a0 8b 59 95 b8 12 4c ac b5 6a 9e 8a 1f 72 92 be 52 a6 8d 22 48 95 83 68 a1 b0 18 4f a8 b9 6f 9c ed 0c 4e 31 1f 14 5a 58 f0 b0 4c 4e 90 78 7d e0 96 65 41 b6 51 72 c6 bf 6a 67 9f 5e 54 ef b0 4c 4e 90 78 7d e0 96 65 41 b6 51 72 c6 bf 6a 67 9f 5e 54 ef b0 4c 4e 97 72 60 ec 85 72 4c a2 47 7c d6 aa 65 75 8b 53 40 f9 bd 5f 59 87 45 1f 4d 3c f1 d7 74 aa 92 07 5d 88 a8 7c bc 9b 0c 52 83 ad 72 b7 9e 02 59 85 a3 79 b1 91 09 5f 9d bc 55 96 ba 28 78 a2 89 ;".6K`±SÁ‘Ke´€°ÁÚKÇ.¡á.vŠ·E¾„5Pœ”p¨§.F¿¡f‹’.eŠ·E¾„5Pœ”p¨§.F¿Ü~–“.c÷°XÂ,-›Š.±´|C§§.Â‘.BŠßc»ë.z ‹Y•¸.L¬µjžŠ.r’¾R¦""H•ƒh¡°.O¨¹oœí.N1..ZXð°LNx}à–eA¶QrÆ¿jgŸ^Tï°LNx}à–eA¶QrÆ¿jgŸ^Tï°LN—r`ì…rL¢G|Öªeu‹S@ù½_Y‡E.M<ñ×tª’.]ˆ¨|¼›.Rƒ­r·ž.Y…£y±‘._¼U–º(x¢‰";242;;COM7;
77475;13:53:26;IRP_MJ_WRITE;DOWN;;55 aa 5a f2 00 ;UªZò.;5;5;COM7;
77476;13:53:26;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f2 00 ;UªZò.;5;;COM7;
77477;13:53:26;IRP_MJ_WRITE;DOWN;;8e 36 6d 92 b8 d7 c5 a2 a2 6d 97 bd 28 26 a2 e9 6d 35 05 09 77 6a 45 ac 45 4c 16 12 56 63 ba 66 79 00 31 63 75 99 53 6f 23 04 75 56 ac 45 4c 16 12 56 63 ba 66 79 00 31 63 75 99 2e 77 3e 05 74 50 d1 42 51 6a 17 4f 1e bd 78 02 19 22 1f 70 81 55 08 6a 07 62 71 ac 2d 6a 13 7d 6a 49 86 79 50 3d 2e 71 7f 8a 47 63 36 1c 7c 41 b4 4c 5b 0e 1b 41 7b b3 71 61 09 26 7b 7c 8e 4b 66 34 7b 6f 7d 17 ed 1d f2 ce 93 83 6a bc 99 d0 eb 83 a5 43 b3 bf f9 e4 a5 8c 4c 95 96 f6 c2 8c 83 6a bc 99 d0 eb 83 a5 43 b3 bf f9 e4 a5 8c 4c 95 96 f6 c2 8c 83 6a bc 9e da f6 8f b6 54 be ab ef ea b5 99 43 87 82 fb d6 9a 8e 79 ab 8e ed 89 2e 0f d7 25 7d 02 04 64 6e ae 5a 75 14 0d 6f 61 a5 5f 7b 1f 08 61 6a a3 51 70 19 07 6a 6c bb 4e 5c 3e 2c 4b 4b 84 7b ;"Ž6m’¸×Å¢¢m—½(&¢ém5..wjE¬EL..Vcºfy.1cu™So#.uV¬EL..Vcºfy.1cu™.w>.tPÑBQj.O.½x.."".pU.j.bq¬-j.}jI†yP=.qŠGc6.|A´L[..A{³qa.&{|ŽKf4{o}.í.òÎ“ƒj¼™Ðëƒ¥C³¿ùä¥ŒL•–öÂŒƒj¼™Ðëƒ¥C³¿ùä¥ŒL•–öÂŒƒj¼žÚö¶T¾«ïêµ™C‡‚ûÖšŽy«Ží‰..×%}..dn®Zu..oa¥_{..aj£Qp..jl»N\>,KK„{";242;242;COM7;
77478;13:53:26;IRP_MJ_WRITE;UP;STATUS_SUCCESS;8e 36 6d 92 b8 d7 c5 a2 a2 6d 97 bd 28 26 a2 e9 6d 35 05 09 77 6a 45 ac 45 4c 16 12 56 63 ba 66 79 00 31 63 75 99 53 6f 23 04 75 56 ac 45 4c 16 12 56 63 ba 66 79 00 31 63 75 99 2e 77 3e 05 74 50 d1 42 51 6a 17 4f 1e bd 78 02 19 22 1f 70 81 55 08 6a 07 62 71 ac 2d 6a 13 7d 6a 49 86 79 50 3d 2e 71 7f 8a 47 63 36 1c 7c 41 b4 4c 5b 0e 1b 41 7b b3 71 61 09 26 7b 7c 8e 4b 66 34 7b 6f 7d 17 ed 1d f2 ce 93 83 6a bc 99 d0 eb 83 a5 43 b3 bf f9 e4 a5 8c 4c 95 96 f6 c2 8c 83 6a bc 99 d0 eb 83 a5 43 b3 bf f9 e4 a5 8c 4c 95 96 f6 c2 8c 83 6a bc 9e da f6 8f b6 54 be ab ef ea b5 99 43 87 82 fb d6 9a 8e 79 ab 8e ed 89 2e 0f d7 25 7d 02 04 64 6e ae 5a 75 14 0d 6f 61 a5 5f 7b 1f 08 61 6a a3 51 70 19 07 6a 6c bb 4e 5c 3e 2c 4b 4b 84 7b ;"Ž6m’¸×Å¢¢m—½(&¢ém5..wjE¬EL..Vcºfy.1cu™So#.uV¬EL..Vcºfy.1cu™.w>.tPÑBQj.O.½x.."".pU.j.bq¬-j.}jI†yP=.qŠGc6.|A´L[..A{³qa.&{|ŽKf4{o}.í.òÎ“ƒj¼™Ðëƒ¥C³¿ùä¥ŒL•–öÂŒƒj¼™Ðëƒ¥C³¿ùä¥ŒL•–öÂŒƒj¼žÚö¶T¾«ïêµ™C‡‚ûÖšŽy«Ží‰..×%}..dn®Zu..oa¥_{..aj£Qp..jl»N\>,KK„{";242;;COM7;
77485;13:53:26;IRP_MJ_WRITE;DOWN;;55 aa 5a f2 00 ;UªZò.;5;5;COM7;
77486;13:53:26;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f2 00 ;UªZò.;5;;COM7;
77487;13:53:26;IRP_MJ_WRITE;DOWN;;4e 36 ba 35 24 16 52 46 75 ba 30 21 e9 b1 46 3e ba 92 99 c8 e0 8e 92 7b e2 d0 d7 85 b2 b4 6d c1 e5 c1 a6 87 a2 4e f4 f3 e2 93 91 81 7b e2 d0 d7 85 b2 b4 6d c1 e5 c1 a6 87 a2 4e 89 eb ff 92 90 87 06 e5 cd ab 80 ab c9 6a df 9e d8 b5 fb a7 56 f2 94 ab 90 86 a6 7b 8a f6 d2 ea 8e 9e 51 de cc fc b9 95 a8 5d e0 ff f7 8b 98 96 63 eb c7 cf 8c a5 ac 64 d6 fd c8 b1 9f ab 59 ec fa f5 ec 8b aa c0 4a 81 33 59 77 54 bd 1b 05 11 7c 67 72 94 14 23 38 73 41 5b 9b 32 0a 37 55 68 54 bd 1b 05 11 7c 67 72 94 14 23 38 73 41 5b 9b 32 0a 37 55 68 54 bd 1b 02 1b 61 6b 61 83 19 37 2e 7d 51 4e 94 20 1e 3a 41 7e 59 ae 0c 12 2c 1e ca d8 00 82 e1 c3 93 80 b9 79 fd e9 d5 9a 8b b6 72 f8 e7 de 9f 85 bd 74 f6 ec d8 90 8e bb 6c e9 c0 ff bb af 9c 53 dc ;N6º5$.RFuº0!é±F>º’™ÈàŽ’{âÐ×…²´mÁåÁ¦‡¢Nôóâ“‘{âÐ×…²´mÁåÁ¦‡¢N‰ëÿ’‡.åÍ«€«ÉjßžØµû§Vò”«†¦{ŠöÒêŽžQÞÌü¹•¨]àÿ÷‹˜–cëÇÏŒ¥¬dÖýÈ±Ÿ«Yìúõì‹ªÀJ3YwT½...|gr”.#8sA[›2.7UhT½...|gr”.#8sA[›2.7UhT½...akaƒ.7.}QN” .:A~Y®..,.ÊØ.‚áÃ“€¹yýéÕš‹¶røçÞŸ…½töìØŽ»léÀÿ»¯œSÜ;242;242;COM7;
